run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
ERR1726594	SAMEA2731992	ERX1796859	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1726594/ERR1726594_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1726594/ERR1726594_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726594/AHX_BFPIOSF_3_1_D0NPYACXX.IND12_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726594/AHX_BFPIOSF_3_2_D0NPYACXX.IND12_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/004/ERR1726594	
ERR1726600	SAMEA2731721	ERX1796694	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/000/ERR1726600/ERR1726600_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/000/ERR1726600/ERR1726600_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726600/AHX_BEVIOSF_5_1_D0Y4RACXX.IND5_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726600/AHX_BEVIOSF_5_2_D0Y4RACXX.IND5_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/000/ERR1726600	
ERR1726602	SAMEA2622389	ERX1796813	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/002/ERR1726602/ERR1726602_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/002/ERR1726602/ERR1726602_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726602/AHX_BDBIOSF_2_1_D2CBEACXX.IND8_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726602/AHX_BDBIOSF_2_2_D2CBEACXX.IND8_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/002/ERR1726602	
ERR1726603	SAMEA2657023	ERX1796812	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1726603/ERR1726603_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1726603/ERR1726603_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726603/AHX_ARDIOSF_6_1_D11U4ACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726603/AHX_ARDIOSF_6_2_D11U4ACXX.IND7_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/003/ERR1726603	
ERR1726607	SAMEA2656998	ERX1796798	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/007/ERR1726607/ERR1726607_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/007/ERR1726607/ERR1726607_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726607/AHX_AMRIOSF_8_1_C7RRDACXX.IND1_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726607/AHX_AMRIOSF_8_2_C7RRDACXX.IND1_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/007/ERR1726607	
ERR1726608	SAMEA2656986	ERX1796645	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/008/ERR1726608/ERR1726608_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/008/ERR1726608/ERR1726608_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726608/AHX_BBLIOSF_1_1_C0BVTACXX.IND2_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726608/AHX_BBLIOSF_1_2_C0BVTACXX.IND2_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/008/ERR1726608	
ERR1726611	SAMEA2730847	ERX1796789	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/001/ERR1726611/ERR1726611_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/001/ERR1726611/ERR1726611_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726611/AHX_AKBIOSF_2_1_C2EREACXX.IND2_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726611/AHX_AKBIOSF_2_2_C2EREACXX.IND2_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/001/ERR1726611	
ERR1726620	SAMEA2731525	ERX1796568	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/000/ERR1726620/ERR1726620_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/000/ERR1726620/ERR1726620_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726620/AHX_BDVIOSF_6_1_C0KC5ACXX.IND11_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726620/AHX_BDVIOSF_6_2_C0KC5ACXX.IND11_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/000/ERR1726620	
ERR1726625	SAMEA2731634	ERX1796775	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1726625/ERR1726625_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1726625/ERR1726625_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726625/AHX_CEHIOSF_6_1_C1L05ACXX.IND22_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726625/AHX_CEHIOSF_6_2_C1L05ACXX.IND22_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/005/ERR1726625	
ERR1726628	SAMEA2622182	ERX1796580	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/008/ERR1726628/ERR1726628_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/008/ERR1726628/ERR1726628_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726628/AHX_ANVIOSF_2_1_C0D15ACXX.IND2_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726628/AHX_ANVIOSF_2_2_C0D15ACXX.IND2_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/008/ERR1726628	
ERR1726630	SAMEA2657061	ERX1796715	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/000/ERR1726630/ERR1726630_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/000/ERR1726630/ERR1726630_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726630/AHX_AMBIOSF_8_1_C7T36ACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726630/AHX_AMBIOSF_8_2_C7T36ACXX.IND6_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/000/ERR1726630	
ERR1726633	SAMEA2620267	ERX1796640	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1726633/ERR1726633_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1726633/ERR1726633_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726633/AHX_AIPIOSF_1_1_C7RY5ACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726633/AHX_AIPIOSF_1_2_C7RY5ACXX.IND6_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/003/ERR1726633	
ERR1726634	SAMEA2622104	ERX1796869	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1726634/ERR1726634_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1726634/ERR1726634_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726634/AHX_AQHIOSF_5_1_C06YRACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726634/AHX_AQHIOSF_5_2_C06YRACXX.IND7_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/004/ERR1726634	
ERR1726635	SAMEA2731859	ERX1796684	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1726635/ERR1726635_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1726635/ERR1726635_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726635/AHX_CGEIOSF_4_1_D25ULACXX.IND17_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726635/AHX_CGEIOSF_4_2_D25ULACXX.IND17_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/005/ERR1726635	
ERR1726639	SAMEA2657086	ERX1796883	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1726639/ERR1726639_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1726639/ERR1726639_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726639/AHX_AQFIOSF_8_1_C2AVHACXX.IND5_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726639/AHX_AQFIOSF_8_2_C2AVHACXX.IND5_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/009/ERR1726639	
ERR1726643	SAMEA2622824	ERX1796658	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1726643/ERR1726643_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1726643/ERR1726643_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726643/AHX_BBXIOSF_8_1_C0BVTACXX.IND2_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726643/AHX_BBXIOSF_8_2_C0BVTACXX.IND2_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/003/ERR1726643	
ERR1726651	SAMEA2731026	ERX1796762	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/001/ERR1726651/ERR1726651_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/001/ERR1726651/ERR1726651_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726651/AHX_ALFIOSF_2_1_D2G1HACXX.IND8_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726651/AHX_ALFIOSF_2_2_D2G1HACXX.IND8_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/001/ERR1726651	
ERR1726658	SAMEA2657103	ERX1796779	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/008/ERR1726658/ERR1726658_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/008/ERR1726658/ERR1726658_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726658/AHX_ANKIOSF_5_1_D2CBEACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726658/AHX_ANKIOSF_5_2_D2CBEACXX.IND6_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/008/ERR1726658	
ERR1726660	SAMEA2656996	ERX1796792	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/000/ERR1726660/ERR1726660_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/000/ERR1726660/ERR1726660_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726660/AHX_ADVIOSF_7_1_D0YLGACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726660/AHX_ADVIOSF_7_2_D0YLGACXX.IND6_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/000/ERR1726660	
ERR1726666	SAMEA2657032	ERX1796850	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/006/ERR1726666/ERR1726666_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/006/ERR1726666/ERR1726666_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726666/AHX_BBTIOSF_6_1_C0C19ACXX.IND3_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726666/AHX_BBTIOSF_6_2_C0C19ACXX.IND3_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/006/ERR1726666	
ERR1726669	SAMEA2732607	ERX1796760	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1726669/ERR1726669_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1726669/ERR1726669_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726669/AHX_CCAIOSF_2_1_C2AVHACXX.IND21_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726669/AHX_CCAIOSF_2_2_C2AVHACXX.IND21_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/009/ERR1726669	
ERR1726670	SAMEA2657036	ERX1796734	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/000/ERR1726670/ERR1726670_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/000/ERR1726670/ERR1726670_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726670/AHX_BAEIOSF_4_1_D0KEBACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726670/AHX_BAEIOSF_4_2_D0KEBACXX.IND4_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/000/ERR1726670	
ERR1726671	SAMEA2620530	ERX1796693	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/001/ERR1726671/ERR1726671_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/001/ERR1726671/ERR1726671_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726671/AHX_ALEIOSF_1_1_D2G1HACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726671/AHX_ALEIOSF_1_2_D2G1HACXX.IND7_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/001/ERR1726671	
ERR1726679	SAMEA2623721	ERX1796895	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1726679/ERR1726679_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1726679/ERR1726679_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726679/AHX_CECIOSF_2_1_C1JGYACXX.IND14_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726679/AHX_CECIOSF_2_2_C1JGYACXX.IND14_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/009/ERR1726679	
ERR1726682	SAMEA2621226	ERX1796849	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/002/ERR1726682/ERR1726682_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/002/ERR1726682/ERR1726682_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726682/AHX_AMMIOSF_3_1_C7RY5ACXX.IND5_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726682/AHX_AMMIOSF_3_2_C7RY5ACXX.IND5_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/002/ERR1726682	
ERR1726687	SAMEA2732443	ERX1796720	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/007/ERR1726687/ERR1726687_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/007/ERR1726687/ERR1726687_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726687/AHX_CBQIOSF_7_1_C3NRYACXX.IND14_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726687/AHX_CBQIOSF_7_2_C3NRYACXX.IND14_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/007/ERR1726687	
ERR1726693	SAMEA2623639	ERX1796508	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1726693/ERR1726693_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1726693/ERR1726693_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726693/AHX_CDRIOSF_5_1_C1J7PACXX.IND14_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726693/AHX_CDRIOSF_5_2_C1J7PACXX.IND14_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/003/ERR1726693	
ERR1726695	SAMEA2657032	ERX1796689	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1726695/ERR1726695_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1726695/ERR1726695_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726695/AHX_BBTIOSF_6_1_C0BVTACXX.IND3_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726695/AHX_BBTIOSF_6_2_C0BVTACXX.IND3_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/005/ERR1726695	
ERR1726696	SAMEA2656974	ERX1796534	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/006/ERR1726696/ERR1726696_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/006/ERR1726696/ERR1726696_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726696/AHX_AIXIOSF_7_1_C0KFBACXX.IND9_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726696/AHX_AIXIOSF_7_2_C0KFBACXX.IND9_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/006/ERR1726696	
ERR1726700	SAMEA2657064	ERX1796583	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/000/ERR1726700/ERR1726700_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/000/ERR1726700/ERR1726700_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726700/AHX_BANIOSF_6_1_C0BVLACXX.IND8_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726700/AHX_BANIOSF_6_2_C0BVLACXX.IND8_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/000/ERR1726700	
ERR1726701	SAMEA2620959	ERX1796838	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/001/ERR1726701/ERR1726701_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/001/ERR1726701/ERR1726701_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726701/AHX_ALRIOSW_3_1_C7CFLACXX.IND25_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726701/AHX_ALRIOSW_3_2_C7CFLACXX.IND25_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/001/ERR1726701	
ERR1726703	SAMEA2732078	ERX1796723	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1726703/ERR1726703_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1726703/ERR1726703_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726703/AHX_CKRIOSF_4_1_D2ATKACXX.IND24_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726703/AHX_CKRIOSF_4_2_D2ATKACXX.IND24_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/003/ERR1726703	
ERR1726704	SAMEA2620959	ERX1796675	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1726704/ERR1726704_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1726704/ERR1726704_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726704/AHX_ALRIOSW_6_1_C7CFLACXX.IND25_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726704/AHX_ALRIOSW_6_2_C7CFLACXX.IND25_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/004/ERR1726704	
ERR1726709	SAMEA2657092	ERX1796804	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1726709/ERR1726709_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1726709/ERR1726709_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726709/AHX_ANSIOSF_6_1_C084LACXX.IND11_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726709/AHX_ANSIOSF_6_2_C084LACXX.IND11_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/009/ERR1726709	
ERR1726710	SAMEA2657023	ERX1796739	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/000/ERR1726710/ERR1726710_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/000/ERR1726710/ERR1726710_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726710/AHX_ARDIOSF_5_1_D11U4ACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726710/AHX_ARDIOSF_5_2_D11U4ACXX.IND7_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/000/ERR1726710	
ERR1726712	SAMEA2732052	ERX1796589	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/002/ERR1726712/ERR1726712_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/002/ERR1726712/ERR1726712_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726712/AHX_CFLIOSF_4_1_C1JFHACXX.IND22_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726712/AHX_CFLIOSF_4_2_C1JFHACXX.IND22_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/002/ERR1726712	
ERR1726715	SAMEA2619755	ERX1796880	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1726715/ERR1726715_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1726715/ERR1726715_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726715/AHX_AEEIOSF_6_1_D0YGFACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726715/AHX_AEEIOSF_6_2_D0YGFACXX.IND6_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/005/ERR1726715	
ERR1726716	SAMEA2732838	ERX1796636	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/006/ERR1726716/ERR1726716_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/006/ERR1726716/ERR1726716_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726716/AHX_BRGIOSF_2_1_D14MKACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726716/AHX_BRGIOSF_2_2_D14MKACXX.IND6_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/006/ERR1726716	
ERR1726717	SAMEA2657026	ERX1796868	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/007/ERR1726717/ERR1726717_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/007/ERR1726717/ERR1726717_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726717/AHX_BAMIOSF_5_1_C0BVLACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726717/AHX_BAMIOSF_5_2_C0BVLACXX.IND7_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/007/ERR1726717	
ERR1726719	SAMEA2621789	ERX1796668	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1726719/ERR1726719_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1726719/ERR1726719_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726719/AHX_BLIIOSF_5_1_D11UHACXX.IND8_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726719/AHX_BLIIOSF_5_2_D11UHACXX.IND8_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/009/ERR1726719	
ERR1726720	SAMEA2732044	ERX1796713	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/000/ERR1726720/ERR1726720_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/000/ERR1726720/ERR1726720_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726720/AHX_CEAIOSF_6_1_C1J7PACXX.IND15_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726720/AHX_CEAIOSF_6_2_C1J7PACXX.IND15_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/000/ERR1726720	
